Disease,Year,PROVINCE,Week_no,Count
Dengue,2022,Chanthaburi,30,8
Dengue,2022,Chanthaburi,31,6
Dengue,2022,Chanthaburi,32,8
Dengue,2022,Chanthaburi,33,8
Dengue,2022,Chanthaburi,34,7
Dengue,2022,Chanthaburi,35,10
Dengue,2022,Chanthaburi,36,12
Dengue,2022,Chanthaburi,37,8
Dengue,2022,Chanthaburi,38,4
Dengue,2022,Chanthaburi,39,4
Dengue,2022,Chanthaburi,40,4
Dengue,2022,Chanthaburi,41,4
Dengue,2022,Chanthaburi,42,4
Dengue,2022,Chanthaburi,43,5
Dengue,2022,Chanthaburi,44,3
Dengue,2022,Chanthaburi,45,8
Dengue,2022,Chanthaburi,46,8
Dengue,2022,Chanthaburi,47,11
Dengue,2022,Chanthaburi,48,4
Dengue,2022,Chanthaburi,49,9
Dengue,2022,Chanthaburi,50,6
Dengue,2022,Chanthaburi,51,3
Dengue,2022,Chanthaburi,52,5
Dengue,2022,Trat,1,0
Dengue,2022,Trat,2,0
Dengue,2022,Trat,3,0
Dengue,2022,Trat,4,0
Dengue,2022,Trat,5,0
Dengue,2022,Trat,6,0
Dengue,2022,Trat,7,0
Dengue,2022,Trat,8,0
Dengue,2022,Trat,9,0
Dengue,2022,Trat,10,0
Dengue,2022,Trat,11,1
Dengue,2022,Trat,12,0
Dengue,2022,Trat,13,1
Dengue,2022,Trat,14,0
Dengue,2022,Trat,15,0
Dengue,2022,Trat,16,0
Dengue,2022,Trat,17,0
Dengue,2022,Trat,18,1
Dengue,2022,Trat,19,2
Dengue,2022,Trat,20,1
Dengue,2022,Trat,21,0
Dengue,2022,Trat,22,2
Dengue,2022,Trat,23,0
Dengue,2022,Trat,24,0
Dengue,2022,Trat,25,3
Dengue,2022,Trat,26,1
Dengue,2022,Trat,27,3
Dengue,2022,Trat,28,4
Dengue,2022,Trat,29,1
Dengue,2022,Trat,30,1
Dengue,2022,Trat,31,3
Dengue,2022,Trat,32,3
Dengue,2022,Trat,33,1
Dengue,2022,Trat,34,3
Dengue,2022,Trat,35,1
Dengue,2022,Trat,36,2
Dengue,2022,Trat,37,3
Dengue,2022,Trat,38,4
Dengue,2022,Trat,39,5
Dengue,2022,Trat,40,2
Dengue,2022,Trat,41,5
Dengue,2022,Trat,42,5
Dengue,2022,Trat,43,8
Dengue,2022,Trat,44,3
Dengue,2022,Trat,45,3
Dengue,2022,Trat,46,2
Dengue,2022,Trat,47,3
Dengue,2022,Trat,48,3
Dengue,2022,Trat,49,2
Dengue,2022,Trat,50,1
Dengue,2022,Trat,51,12
Dengue,2022,Trat,52,4
Dengue,2022,Chachoengsao,1,1
Dengue,2022,Chachoengsao,2,0
Dengue,2022,Chachoengsao,3,1
Dengue,2022,Chachoengsao,4,0
Dengue,2022,Chachoengsao,5,0
Dengue,2022,Chachoengsao,6,1
Dengue,2022,Chachoengsao,7,0
Dengue,2022,Chachoengsao,8,1
Dengue,2022,Chachoengsao,9,0
Dengue,2022,Chachoengsao,10,0
Dengue,2022,Chachoengsao,11,1
Dengue,2022,Chachoengsao,12,0
Dengue,2022,Chachoengsao,13,1
Dengue,2022,Chachoengsao,14,0
Dengue,2022,Chachoengsao,15,0
Dengue,2022,Chachoengsao,16,0
Dengue,2022,Chachoengsao,17,0
Dengue,2022,Chachoengsao,18,1
Dengue,2022,Chachoengsao,19,0
Dengue,2022,Chachoengsao,20,2
Dengue,2022,Chachoengsao,21,0
Dengue,2022,Chachoengsao,22,1
Dengue,2022,Chachoengsao,23,2
Dengue,2022,Chachoengsao,24,3
Dengue,2022,Chachoengsao,25,6
Dengue,2022,Chachoengsao,26,9
Dengue,2022,Chachoengsao,27,9
Dengue,2022,Chachoengsao,28,6
Dengue,2022,Chachoengsao,29,15
Dengue,2022,Chachoengsao,30,3
Dengue,2022,Chachoengsao,31,2
Dengue,2022,Chachoengsao,32,4
Dengue,2022,Chachoengsao,33,6
Dengue,2022,Chachoengsao,34,5
Dengue,2022,Chachoengsao,35,10
Dengue,2022,Chachoengsao,36,2
Dengue,2022,Chachoengsao,37,6
Dengue,2022,Chachoengsao,38,6
Dengue,2022,Chachoengsao,39,6
Dengue,2022,Chachoengsao,40,4
Dengue,2022,Chachoengsao,41,6
Dengue,2022,Chachoengsao,42,2
Dengue,2022,Chachoengsao,43,3
Dengue,2022,Chachoengsao,44,6
Dengue,2022,Chachoengsao,45,4
Dengue,2022,Chachoengsao,46,11
Dengue,2022,Chachoengsao,47,9
Dengue,2022,Chachoengsao,48,2
Dengue,2022,Chachoengsao,49,4
Dengue,2022,Chachoengsao,50,1
Dengue,2022,Chachoengsao,51,0
Dengue,2022,Chachoengsao,52,0
Dengue,2022,Prachinburi,1,0
Dengue,2022,Prachinburi,2,1
Dengue,2022,Prachinburi,3,0
Dengue,2022,Prachinburi,4,1
Dengue,2022,Prachinburi,5,1
Dengue,2022,Prachinburi,6,0
Dengue,2022,Prachinburi,7,0
Dengue,2022,Prachinburi,8,1
Dengue,2022,Prachinburi,9,0
Dengue,2022,Prachinburi,10,1
Dengue,2022,Prachinburi,11,1
Dengue,2022,Prachinburi,12,0
Dengue,2022,Prachinburi,13,0
Dengue,2022,Prachinburi,14,1
Dengue,2022,Prachinburi,15,0
Dengue,2022,Prachinburi,16,0
Dengue,2022,Prachinburi,17,0
Dengue,2022,Prachinburi,18,0
Dengue,2022,Prachinburi,19,1
Dengue,2022,Prachinburi,20,2
Dengue,2022,Prachinburi,21,0
Dengue,2022,Prachinburi,22,0
Dengue,2022,Prachinburi,23,3
Dengue,2022,Prachinburi,24,1
Dengue,2022,Prachinburi,25,2
Dengue,2022,Prachinburi,26,1
Dengue,2022,Prachinburi,27,2
Dengue,2022,Prachinburi,28,3
Dengue,2022,Prachinburi,29,2
Dengue,2022,Prachinburi,30,2
Dengue,2022,Prachinburi,31,0
Dengue,2022,Prachinburi,32,1
Dengue,2022,Prachinburi,33,0
Dengue,2022,Prachinburi,34,3
Dengue,2022,Prachinburi,35,1
Dengue,2022,Prachinburi,36,4
Dengue,2022,Prachinburi,37,4
Dengue,2022,Prachinburi,38,5
Dengue,2022,Prachinburi,39,2
Dengue,2022,Prachinburi,40,0
Dengue,2022,Prachinburi,41,2
Dengue,2022,Prachinburi,42,3
Dengue,2022,Prachinburi,43,1
Dengue,2022,Prachinburi,44,2
Dengue,2022,Prachinburi,45,3
Dengue,2022,Prachinburi,46,5
Dengue,2022,Prachinburi,47,4
Dengue,2022,Prachinburi,48,6
Dengue,2022,Prachinburi,49,5
Dengue,2022,Prachinburi,50,1
Dengue,2022,Prachinburi,51,1
Dengue,2022,Prachinburi,52,1
Dengue,2022,Nakhon Nayok,1,0
Dengue,2022,Nakhon Nayok,2,0
Dengue,2022,Nakhon Nayok,3,0
Dengue,2022,Nakhon Nayok,4,0
Dengue,2022,Nakhon Nayok,5,0
Dengue,2022,Nakhon Nayok,6,0
Dengue,2022,Nakhon Nayok,7,0
Dengue,2022,Nakhon Nayok,8,0
Dengue,2022,Nakhon Nayok,9,0
Dengue,2022,Nakhon Nayok,10,0
Dengue,2022,Nakhon Nayok,11,0
Dengue,2022,Nakhon Nayok,12,0
Dengue,2022,Nakhon Nayok,13,0
Dengue,2022,Nakhon Nayok,14,0
Dengue,2022,Nakhon Nayok,15,0
Dengue,2022,Nakhon Nayok,16,0
Dengue,2022,Nakhon Nayok,17,0
Dengue,2022,Nakhon Nayok,18,0
Dengue,2022,Nakhon Nayok,19,0
Dengue,2022,Nakhon Nayok,20,0
Dengue,2022,Nakhon Nayok,21,0
Dengue,2022,Nakhon Nayok,22,0
Dengue,2022,Nakhon Nayok,23,1
Dengue,2022,Nakhon Nayok,24,0
Dengue,2022,Nakhon Nayok,25,0
Dengue,2022,Nakhon Nayok,26,1
Dengue,2022,Nakhon Nayok,27,1
Dengue,2022,Nakhon Nayok,28,0
Dengue,2022,Nakhon Nayok,29,0
Dengue,2022,Nakhon Nayok,30,0
Dengue,2022,Nakhon Nayok,31,2
Dengue,2022,Nakhon Nayok,32,0
Dengue,2022,Nakhon Nayok,33,0
Dengue,2022,Nakhon Nayok,34,2
Dengue,2022,Nakhon Nayok,35,2
Dengue,2022,Nakhon Nayok,36,3
Dengue,2022,Nakhon Nayok,37,1
Dengue,2022,Nakhon Nayok,38,4
Dengue,2022,Nakhon Nayok,39,4
Dengue,2022,Nakhon Nayok,40,1
Dengue,2022,Nakhon Nayok,41,3
Dengue,2022,Nakhon Nayok,42,5
Dengue,2022,Nakhon Nayok,43,2
Dengue,2022,Nakhon Nayok,44,6
Dengue,2022,Nakhon Nayok,45,3
Dengue,2022,Nakhon Nayok,46,0
Dengue,2022,Nakhon Nayok,47,2
Dengue,2022,Nakhon Nayok,48,1
Dengue,2022,Nakhon Nayok,49,2
Dengue,2022,Nakhon Nayok,50,0
Dengue,2022,Nakhon Nayok,51,0
Dengue,2022,Nakhon Nayok,52,0
Dengue,2022,Sa Kaeo,1,0
Dengue,2022,Sa Kaeo,2,0
Dengue,2022,Sa Kaeo,3,1
Dengue,2022,Sa Kaeo,4,0
Dengue,2022,Sa Kaeo,5,4
Dengue,2022,Sa Kaeo,6,0
Dengue,2022,Sa Kaeo,7,1
Dengue,2022,Sa Kaeo,8,0
Dengue,2022,Sa Kaeo,9,0
Dengue,2022,Sa Kaeo,10,0
Dengue,2022,Sa Kaeo,11,0
Dengue,2022,Sa Kaeo,12,0
Dengue,2022,Sa Kaeo,13,0
Dengue,2022,Sa Kaeo,14,2
Dengue,2022,Sa Kaeo,15,0
Dengue,2022,Sa Kaeo,16,1
Dengue,2022,Sa Kaeo,17,3
Dengue,2022,Sa Kaeo,18,1
Dengue,2022,Sa Kaeo,19,3
Dengue,2022,Sa Kaeo,20,4
Dengue,2022,Sa Kaeo,21,2
Dengue,2022,Sa Kaeo,22,1
Dengue,2022,Sa Kaeo,23,4
Dengue,2022,Sa Kaeo,24,6
Dengue,2022,Sa Kaeo,25,4
Dengue,2022,Sa Kaeo,26,4
Dengue,2022,Sa Kaeo,27,5
Dengue,2022,Sa Kaeo,28,2
Dengue,2022,Sa Kaeo,29,3
Dengue,2022,Sa Kaeo,30,4
Dengue,2022,Sa Kaeo,31,12
Dengue,2022,Sa Kaeo,32,1
Dengue,2022,Sa Kaeo,33,4
Dengue,2022,Sa Kaeo,34,5
Dengue,2022,Sa Kaeo,35,3
Dengue,2022,Sa Kaeo,36,2
Dengue,2022,Sa Kaeo,37,4
Dengue,2022,Sa Kaeo,38,11
Dengue,2022,Sa Kaeo,39,4
Dengue,2022,Sa Kaeo,40,3
Dengue,2022,Sa Kaeo,41,4
Dengue,2022,Sa Kaeo,42,7
Dengue,2022,Sa Kaeo,43,3
Dengue,2022,Sa Kaeo,44,9
Dengue,2022,Sa Kaeo,45,1
Dengue,2022,Sa Kaeo,46,3
Dengue,2022,Sa Kaeo,47,2
Dengue,2022,Sa Kaeo,48,2
Dengue,2022,Sa Kaeo,49,2
Dengue,2022,Sa Kaeo,50,0
Dengue,2022,Sa Kaeo,51,4
Dengue,2022,Sa Kaeo,52,4
Dengue,2022,Nakhon Ratchasima,1,1
Dengue,2022,Nakhon Ratchasima,2,2
Dengue,2022,Nakhon Ratchasima,3,2
Dengue,2022,Nakhon Ratchasima,4,2
Dengue,2022,Nakhon Ratchasima,5,3
Dengue,2022,Nakhon Ratchasima,6,4
Dengue,2022,Nakhon Ratchasima,7,3
Dengue,2022,Nakhon Ratchasima,8,1
Dengue,2022,Nakhon Ratchasima,9,2
Dengue,2022,Nakhon Ratchasima,10,2
Dengue,2022,Nakhon Ratchasima,11,1
Dengue,2022,Nakhon Ratchasima,12,2
Dengue,2022,Nakhon Ratchasima,13,3
Dengue,2022,Nakhon Ratchasima,14,1
Dengue,2022,Nakhon Ratchasima,15,5
Dengue,2022,Nakhon Ratchasima,16,5
Dengue,2022,Nakhon Ratchasima,17,7
Dengue,2022,Nakhon Ratchasima,18,7
Dengue,2022,Nakhon Ratchasima,19,8
Dengue,2022,Nakhon Ratchasima,20,15
Dengue,2022,Nakhon Ratchasima,21,27
Dengue,2022,Nakhon Ratchasima,22,17
Dengue,2022,Nakhon Ratchasima,23,23
Dengue,2022,Nakhon Ratchasima,24,20
Dengue,2022,Nakhon Ratchasima,25,21
Dengue,2022,Nakhon Ratchasima,26,31
Dengue,2022,Nakhon Ratchasima,27,39
Dengue,2022,Nakhon Ratchasima,28,22
Dengue,2022,Nakhon Ratchasima,29,19
Dengue,2022,Nakhon Ratchasima,30,22
Dengue,2022,Nakhon Ratchasima,31,50
Dengue,2022,Nakhon Ratchasima,32,31
Dengue,2022,Nakhon Ratchasima,33,57
Dengue,2022,Nakhon Ratchasima,34,43
Dengue,2022,Nakhon Ratchasima,35,32
Dengue,2022,Nakhon Ratchasima,36,24
Dengue,2022,Nakhon Ratchasima,37,17
Dengue,2022,Nakhon Ratchasima,38,21
Dengue,2022,Nakhon Ratchasima,39,21
Dengue,2022,Nakhon Ratchasima,40,15
Dengue,2022,Nakhon Ratchasima,41,11
Dengue,2022,Nakhon Ratchasima,42,8
Dengue,2022,Nakhon Ratchasima,43,14
Dengue,2022,Nakhon Ratchasima,44,16
Dengue,2022,Nakhon Ratchasima,45,17
Dengue,2022,Nakhon Ratchasima,46,18
Dengue,2022,Nakhon Ratchasima,47,9
Dengue,2022,Nakhon Ratchasima,48,11
Dengue,2022,Nakhon Ratchasima,49,8
Dengue,2022,Nakhon Ratchasima,50,6
Dengue,2022,Nakhon Ratchasima,51,8
Dengue,2022,Nakhon Ratchasima,52,2
Dengue,2022,Buriram,1,0
Dengue,2022,Buriram,2,0
Dengue,2022,Buriram,3,0
Dengue,2022,Buriram,4,0
Dengue,2022,Buriram,5,0
Dengue,2022,Buriram,6,0
Dengue,2022,Buriram,7,0
Dengue,2022,Buriram,8,0
Dengue,2022,Buriram,9,0
Dengue,2022,Buriram,10,0
Dengue,2022,Buriram,11,0
Dengue,2022,Buriram,12,0
Dengue,2022,Buriram,13,0
Dengue,2022,Buriram,14,0
Dengue,2022,Buriram,15,0
Dengue,2022,Buriram,16,1
Dengue,2022,Buriram,17,0
Dengue,2022,Buriram,18,0
Dengue,2022,Buriram,19,2
Dengue,2022,Buriram,20,0
Dengue,2022,Buriram,21,0
Dengue,2022,Buriram,22,1
Dengue,2022,Buriram,23,2
Dengue,2022,Buriram,24,10
Dengue,2022,Buriram,25,3
Dengue,2022,Buriram,26,4
Dengue,2022,Buriram,27,7
Dengue,2022,Buriram,28,1
Dengue,2022,Buriram,29,4
Dengue,2022,Buriram,30,5
Dengue,2022,Buriram,31,8
Dengue,2022,Buriram,32,5
Dengue,2022,Buriram,33,5
Dengue,2022,Buriram,34,5
Dengue,2022,Buriram,35,5
Dengue,2022,Buriram,36,1
Dengue,2022,Buriram,37,6
Dengue,2022,Buriram,38,1
Dengue,2022,Buriram,39,1
Dengue,2022,Buriram,40,3
Dengue,2022,Buriram,41,2
Dengue,2022,Buriram,42,1
Dengue,2022,Buriram,43,1
Dengue,2022,Buriram,44,6
Dengue,2022,Buriram,45,3
Dengue,2022,Buriram,46,1
Dengue,2022,Buriram,47,3
Dengue,2022,Buriram,48,1
Dengue,2022,Buriram,49,0
Dengue,2022,Buriram,50,2
Dengue,2022,Buriram,51,2
Dengue,2022,Buriram,52,0
Dengue,2022,Surin,1,1
Dengue,2022,Surin,2,0
Dengue,2022,Surin,3,3
Dengue,2022,Surin,4,1
Dengue,2022,Surin,5,4
Dengue,2022,Surin,6,2
Dengue,2022,Surin,7,4
Dengue,2022,Surin,8,3
Dengue,2022,Surin,9,3
Dengue,2022,Surin,10,2
Dengue,2022,Surin,11,3
Dengue,2022,Surin,12,3
Dengue,2022,Surin,13,5
Dengue,2022,Surin,14,3
Dengue,2022,Surin,15,5
Dengue,2022,Surin,16,3
Dengue,2022,Surin,17,1
Dengue,2022,Surin,18,11
Dengue,2022,Surin,19,5
Dengue,2022,Surin,20,13
Dengue,2022,Surin,21,21
Dengue,2022,Surin,22,23
Dengue,2022,Surin,23,30
Dengue,2022,Surin,24,15
Dengue,2022,Surin,25,37
Dengue,2022,Surin,26,40
Dengue,2022,Surin,27,43
Dengue,2022,Surin,28,31
Dengue,2022,Surin,29,43
Dengue,2022,Surin,30,35
Dengue,2022,Surin,31,46
Dengue,2022,Surin,32,30
Dengue,2022,Surin,33,29
Dengue,2022,Surin,34,31
Dengue,2022,Surin,35,28
Dengue,2022,Surin,36,22
Dengue,2022,Surin,37,15
Dengue,2022,Surin,38,12
Dengue,2022,Surin,39,6
Dengue,2022,Surin,40,11
Dengue,2022,Surin,41,6
Dengue,2022,Surin,42,9
Dengue,2022,Surin,43,2
Dengue,2022,Surin,44,7
Dengue,2022,Surin,45,7
Dengue,2022,Surin,46,8
Dengue,2022,Surin,47,7
Dengue,2022,Surin,48,11
Dengue,2022,Surin,49,2
Dengue,2022,Surin,50,1
Dengue,2022,Surin,51,1
Dengue,2022,Surin,52,4
Dengue,2022,Sisaket,1,3
Dengue,2022,Sisaket,2,0
Dengue,2022,Sisaket,3,0
Dengue,2022,Sisaket,4,0
Dengue,2022,Sisaket,5,3
Dengue,2022,Sisaket,6,2
Dengue,2022,Sisaket,7,1
Dengue,2022,Sisaket,8,1
Dengue,2022,Sisaket,9,1
Dengue,2022,Sisaket,10,0
Dengue,2022,Sisaket,11,1
Dengue,2022,Sisaket,12,2
Dengue,2022,Sisaket,13,0
Dengue,2022,Sisaket,14,4
Dengue,2022,Sisaket,15,2
Dengue,2022,Sisaket,16,4
Dengue,2022,Sisaket,17,4
Dengue,2022,Sisaket,18,10
Dengue,2022,Sisaket,19,6
Dengue,2022,Sisaket,20,15
Dengue,2022,Sisaket,21,27
Dengue,2022,Sisaket,22,43
Dengue,2022,Sisaket,23,38
Dengue,2022,Sisaket,24,55
Dengue,2022,Sisaket,25,77
Dengue,2022,Sisaket,26,53
Dengue,2022,Sisaket,27,52
Dengue,2022,Sisaket,28,42
Dengue,2022,Sisaket,29,56
Dengue,2022,Sisaket,30,45
Dengue,2022,Sisaket,31,45
Dengue,2022,Sisaket,32,28
Dengue,2022,Sisaket,33,36
Dengue,2022,Sisaket,34,33
Dengue,2022,Sisaket,35,37
Dengue,2022,Sisaket,36,16
Dengue,2022,Sisaket,37,18
Dengue,2022,Sisaket,38,14
Dengue,2022,Sisaket,39,15
Dengue,2022,Sisaket,40,15
Dengue,2022,Sisaket,41,14
Dengue,2022,Sisaket,42,8
Dengue,2022,Sisaket,43,4
Dengue,2022,Sisaket,44,7
Dengue,2022,Sisaket,45,3
Dengue,2022,Sisaket,46,8
Dengue,2022,Sisaket,47,10
Dengue,2022,Sisaket,48,1
Dengue,2022,Sisaket,49,2
Dengue,2022,Sisaket,50,3
Dengue,2022,Sisaket,51,3
Dengue,2022,Sisaket,52,1
Dengue,2022,Ubon Ratchathani,1,1
Dengue,2022,Ubon Ratchathani,2,2
Dengue,2022,Ubon Ratchathani,3,0
Dengue,2022,Ubon Ratchathani,4,1
Dengue,2022,Ubon Ratchathani,5,2
Dengue,2022,Ubon Ratchathani,6,2
Dengue,2022,Ubon Ratchathani,7,0
Dengue,2022,Ubon Ratchathani,8,0
Dengue,2022,Ubon Ratchathani,9,2
Dengue,2022,Ubon Ratchathani,10,1
Dengue,2022,Ubon Ratchathani,11,4
Dengue,2022,Ubon Ratchathani,12,3
Dengue,2022,Ubon Ratchathani,13,1
Dengue,2022,Ubon Ratchathani,14,1
Dengue,2022,Ubon Ratchathani,15,2
Dengue,2022,Ubon Ratchathani,16,7
Dengue,2022,Ubon Ratchathani,17,3
Dengue,2022,Ubon Ratchathani,18,7
Dengue,2022,Ubon Ratchathani,19,12
Dengue,2022,Ubon Ratchathani,20,17
Dengue,2022,Ubon Ratchathani,21,29
Dengue,2022,Ubon Ratchathani,22,23
Dengue,2022,Ubon Ratchathani,23,33
Dengue,2022,Ubon Ratchathani,24,42
Dengue,2022,Ubon Ratchathani,25,62
Dengue,2022,Ubon Ratchathani,26,69
Dengue,2022,Ubon Ratchathani,27,86
Dengue,2022,Ubon Ratchathani,28,63
Dengue,2022,Ubon Ratchathani,29,82
Dengue,2022,Ubon Ratchathani,30,53
Dengue,2022,Ubon Ratchathani,31,56
Dengue,2022,Ubon Ratchathani,32,39
Dengue,2022,Ubon Ratchathani,33,50
Dengue,2022,Ubon Ratchathani,34,43
Dengue,2022,Ubon Ratchathani,35,42
Dengue,2022,Ubon Ratchathani,36,30
Dengue,2022,Ubon Ratchathani,37,29
Dengue,2022,Ubon Ratchathani,38,18
Dengue,2022,Ubon Ratchathani,39,22
Dengue,2022,Ubon Ratchathani,40,16
Dengue,2022,Ubon Ratchathani,41,19
Dengue,2022,Ubon Ratchathani,42,21
Dengue,2022,Ubon Ratchathani,43,13
Dengue,2022,Ubon Ratchathani,44,11
Dengue,2022,Ubon Ratchathani,45,14
Dengue,2022,Ubon Ratchathani,46,11
Dengue,2022,Ubon Ratchathani,47,18
Dengue,2022,Ubon Ratchathani,48,13
Dengue,2022,Ubon Ratchathani,49,10
Dengue,2022,Ubon Ratchathani,50,9
Dengue,2022,Ubon Ratchathani,51,5
Dengue,2022,Ubon Ratchathani,52,6
Dengue,2022,Yasothon,1,1
Dengue,2022,Yasothon,2,1
Dengue,2022,Yasothon,3,0
Dengue,2022,Yasothon,4,0
Dengue,2022,Yasothon,5,1
Dengue,2022,Yasothon,6,1
Dengue,2022,Yasothon,7,0
Dengue,2022,Yasothon,8,0
Dengue,2022,Yasothon,9,1
Dengue,2022,Yasothon,10,0
Dengue,2022,Yasothon,11,1
Dengue,2022,Yasothon,12,0
Dengue,2022,Yasothon,13,0
Dengue,2022,Yasothon,14,0
Dengue,2022,Yasothon,15,0
Dengue,2022,Yasothon,16,1
Dengue,2022,Yasothon,17,1
Dengue,2022,Yasothon,18,0
Dengue,2022,Yasothon,19,2
Dengue,2022,Yasothon,20,2
Dengue,2022,Yasothon,21,2
Dengue,2022,Yasothon,22,3
Dengue,2022,Yasothon,23,3
Dengue,2022,Yasothon,24,3
Dengue,2022,Yasothon,25,3
Dengue,2022,Yasothon,26,7
Dengue,2022,Yasothon,27,10
Dengue,2022,Yasothon,28,9
Dengue,2022,Yasothon,29,9
Dengue,2022,Yasothon,30,5
Dengue,2022,Yasothon,31,13
Dengue,2022,Yasothon,32,4
Dengue,2022,Yasothon,33,10
Dengue,2022,Yasothon,34,3
Dengue,2022,Yasothon,35,5
Dengue,2022,Yasothon,36,5
Dengue,2022,Yasothon,37,2
Dengue,2022,Yasothon,38,7
Dengue,2022,Yasothon,39,6
Dengue,2022,Yasothon,40,3
Dengue,2022,Yasothon,41,2
Dengue,2022,Yasothon,42,1
Dengue,2022,Yasothon,43,1
Dengue,2022,Yasothon,44,2
Dengue,2022,Yasothon,45,0
Dengue,2022,Yasothon,46,3
Dengue,2022,Yasothon,47,5
Dengue,2022,Yasothon,48,1
Dengue,2022,Yasothon,49,6
Dengue,2022,Yasothon,50,3
Dengue,2022,Yasothon,51,1
Dengue,2022,Yasothon,52,0
Dengue,2022,Chaiyaphum,1,0
Dengue,2022,Chaiyaphum,2,0
Dengue,2022,Chaiyaphum,3,1
Dengue,2022,Chaiyaphum,4,0
Dengue,2022,Chaiyaphum,5,0
Dengue,2022,Chaiyaphum,6,1
Dengue,2022,Chaiyaphum,7,0
Dengue,2022,Chaiyaphum,8,1
Dengue,2022,Chaiyaphum,9,0
Dengue,2022,Chaiyaphum,10,0
Dengue,2022,Chaiyaphum,11,2
Dengue,2022,Chaiyaphum,12,0
Dengue,2022,Chaiyaphum,13,0
Dengue,2022,Chaiyaphum,14,0
Dengue,2022,Chaiyaphum,15,0
Dengue,2022,Chaiyaphum,16,1
Dengue,2022,Chaiyaphum,17,2
Dengue,2022,Chaiyaphum,18,1
Dengue,2022,Chaiyaphum,19,2
Dengue,2022,Chaiyaphum,20,4
Dengue,2022,Chaiyaphum,21,6
Dengue,2022,Chaiyaphum,22,6
Dengue,2022,Chaiyaphum,23,7
Dengue,2022,Chaiyaphum,24,8
Dengue,2022,Chaiyaphum,25,10
Dengue,2022,Chaiyaphum,26,8
Dengue,2022,Chaiyaphum,27,25
Dengue,2022,Chaiyaphum,28,6
Dengue,2022,Chaiyaphum,29,6
Dengue,2022,Chaiyaphum,30,10
Dengue,2022,Chaiyaphum,31,14
Dengue,2022,Chaiyaphum,32,11
Dengue,2022,Chaiyaphum,33,13
Dengue,2022,Chaiyaphum,34,18
Dengue,2022,Chaiyaphum,35,19
Dengue,2022,Chaiyaphum,36,16
Dengue,2022,Chaiyaphum,37,12
Dengue,2022,Chaiyaphum,38,7
Dengue,2022,Chaiyaphum,39,15
Dengue,2022,Chaiyaphum,40,14
Dengue,2022,Chaiyaphum,41,5
Dengue,2022,Chaiyaphum,42,3
Dengue,2022,Chaiyaphum,43,7
Dengue,2022,Chaiyaphum,44,7
Dengue,2022,Chaiyaphum,45,6
Dengue,2022,Chaiyaphum,46,9
Dengue,2022,Chaiyaphum,47,3
Dengue,2022,Chaiyaphum,48,3
Dengue,2022,Chaiyaphum,49,8
Dengue,2022,Chaiyaphum,50,3
Dengue,2022,Chaiyaphum,51,2
Dengue,2022,Chaiyaphum,52,0
Dengue,2022,Amnat Charoen,1,0
Dengue,2022,Amnat Charoen,2,0
Dengue,2022,Amnat Charoen,3,0
Dengue,2022,Amnat Charoen,4,0
Dengue,2022,Amnat Charoen,5,0
Dengue,2022,Amnat Charoen,6,0
Dengue,2022,Amnat Charoen,7,0
Dengue,2022,Amnat Charoen,8,0
Dengue,2022,Amnat Charoen,9,0
Dengue,2022,Amnat Charoen,10,0
Dengue,2022,Amnat Charoen,11,0
Dengue,2022,Amnat Charoen,12,0
Dengue,2022,Amnat Charoen,13,0
Dengue,2022,Amnat Charoen,14,0
Dengue,2022,Amnat Charoen,15,0
Dengue,2022,Amnat Charoen,16,0
Dengue,2022,Amnat Charoen,17,0
Dengue,2022,Amnat Charoen,18,0
Dengue,2022,Amnat Charoen,19,0
Dengue,2022,Amnat Charoen,20,2
Dengue,2022,Amnat Charoen,21,0
Dengue,2022,Amnat Charoen,22,1
Dengue,2022,Amnat Charoen,23,1
Dengue,2022,Amnat Charoen,24,1
Dengue,2022,Amnat Charoen,25,3
Dengue,2022,Amnat Charoen,26,2
Dengue,2022,Amnat Charoen,27,4
Dengue,2022,Amnat Charoen,28,2
Dengue,2022,Amnat Charoen,29,5
Dengue,2022,Amnat Charoen,30,2
Dengue,2022,Amnat Charoen,31,1
Dengue,2022,Amnat Charoen,32,2
Dengue,2022,Amnat Charoen,33,4
Dengue,2022,Amnat Charoen,34,2
Dengue,2022,Amnat Charoen,35,1
Dengue,2022,Amnat Charoen,36,0
Dengue,2022,Amnat Charoen,37,0
Dengue,2022,Amnat Charoen,38,1
Dengue,2022,Amnat Charoen,39,1
Dengue,2022,Amnat Charoen,40,0
Dengue,2022,Amnat Charoen,41,1
Dengue,2022,Amnat Charoen,42,0
Dengue,2022,Amnat Charoen,43,1
Dengue,2022,Amnat Charoen,44,1
Dengue,2022,Amnat Charoen,45,0
Dengue,2022,Amnat Charoen,46,0
Dengue,2022,Amnat Charoen,47,0
Dengue,2022,Amnat Charoen,48,0
Dengue,2022,Amnat Charoen,49,0
Dengue,2022,Amnat Charoen,50,0
Dengue,2022,Amnat Charoen,51,0
Dengue,2022,Amnat Charoen,52,0
Dengue,2022,Bueng Kan,1,0
Dengue,2022,Bueng Kan,2,0
Dengue,2022,Bueng Kan,3,0
Dengue,2022,Bueng Kan,4,0
Dengue,2022,Bueng Kan,5,0
Dengue,2022,Bueng Kan,6,0
Dengue,2022,Bueng Kan,7,0
Dengue,2022,Bueng Kan,8,0
Dengue,2022,Bueng Kan,9,0
Dengue,2022,Bueng Kan,10,0
